,id,name,artist,lien,danceability,energy,key,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo
616,4QqcXzZIdTcZeokmOT4mQb,Soothing,Choi Yuree,https://open.spotify.com/track/4QqcXzZIdTcZeokmOT4mQb,0.659,0.429,0,-6.949,0.0279,0.753,0.0,0.197,0.429,134.031
144,4Kt9W29N0fA23dQ81dWwQD,SOMEDAY,The Black Skirts,https://open.spotify.com/track/4Kt9W29N0fA23dQ81dWwQD,0.364,0.607,9,-7.847,0.0298,0.491,0.184,0.133,0.762,201.79
375,0it8ofDNkqFcAILQs3DoPT,Propose,Gila,https://open.spotify.com/track/0it8ofDNkqFcAILQs3DoPT,0.572,0.551,7,-5.976,0.0502,0.0217,9.98e-06,0.138,0.485,147.953
17,2d87kHwM5YByBhsU8qCDWg,land of night,JANNABI,https://open.spotify.com/track/2d87kHwM5YByBhsU8qCDWg,0.347,0.482,4,-8.947,0.0306,0.842,0.0484,0.211,0.109,147.9
592,54trQjtMVz95m4hC1vAUin,Calendar 달력,off the menu,https://open.spotify.com/track/54trQjtMVz95m4hC1vAUin,0.576,0.438,4,-8.534,0.028,0.552,0.0351,0.135,0.29,133.872
218,3ZbGV3tQ7nnJaqArImPw3M,Bird,OurR,https://open.spotify.com/track/3ZbGV3tQ7nnJaqArImPw3M,0.434,0.44,9,-6.023,0.027,0.0284,0.0543,0.125,0.0535,149.986
368,2Lxjn6thzhWtmQrdUnMxPI,Oh yeah,GYOJUNG,https://open.spotify.com/track/2Lxjn6thzhWtmQrdUnMxPI,0.541,0.675,9,-6.87,0.0344,0.374,0.000363,0.0736,0.482,160.108
15,6INYE0DoIzVvnEUu7Pw4Bw,geum ui hwan hyang,JANNABI,https://open.spotify.com/track/6INYE0DoIzVvnEUu7Pw4Bw,0.512,0.441,5,-10.823,0.0344,0.885,0.000353,0.447,0.643,175.863
171,5bm24BKVmgUTm20quzbuOR,A Dreamy Day,DUSKY80,https://open.spotify.com/track/5bm24BKVmgUTm20quzbuOR,0.653,0.347,3,-7.593,0.0291,0.693,0.0,0.134,0.331,119.961
127,6dc6iZ6Htwg0T1b2m9PO2L,Because,Night Off,https://open.spotify.com/track/6dc6iZ6Htwg0T1b2m9PO2L,0.623,0.461,6,-8.967,0.031,0.504,0.0208,0.181,0.223,71.992
201,6m9Q9lF3kpvGW4NoJPysKU,Koko,Lee Kang Seung 이강승,https://open.spotify.com/track/6m9Q9lF3kpvGW4NoJPysKU,0.798,0.303,7,-10.141,0.0378,0.919,0.0316,0.118,0.614,81.045
586,2R2inCtuJE8yijOQFnQKWP,Without Get Drink 취하지 않아도,87dance 팔칠댄스,https://open.spotify.com/track/2R2inCtuJE8yijOQFnQKWP,0.706,0.466,4,-7.455,0.0249,0.794,0.0082,0.118,0.409,119.997
680,5h30WK2ruHmXq0byt1IJyp,Bus,Richard Parkers,https://open.spotify.com/track/5h30WK2ruHmXq0byt1IJyp,0.643,0.522,4,-8.252,0.0321,0.79,0.000215,0.411,0.538,127.98
4,320twJYO0LC64eWCuCC5vj,NAN CHUN 난춘,SE SO NEON,https://open.spotify.com/track/320twJYO0LC64eWCuCC5vj,0.49,0.534,1,-3.43,0.0302,0.0455,1.89e-05,0.433,0.439,141.173
8,5jYIpA2XK751YaZalx7yJV,Love Actually,Night Tempo,https://open.spotify.com/track/5jYIpA2XK751YaZalx7yJV,0.723,0.842,2,-2.763,0.045,0.0662,2.53e-05,0.0756,0.699,124.015
149,4rO7XfJkdesWdCpBsL3w24,Before Sunset,BULGOGIDISCO,https://open.spotify.com/track/4rO7XfJkdesWdCpBsL3w24,0.276,0.511,2,-6.918,0.054,0.345,0.00454,0.267,0.418,143.325
156,1XURlx9mzAo1QeyhHPOp3F,해가져가네 - Studio Version,BULGOGIDISCO,https://open.spotify.com/track/1XURlx9mzAo1QeyhHPOp3F,0.26,0.652,2,-6.779,0.0512,0.443,0.0113,0.244,0.376,143.336
211,2zZlUTrtywgg0jpRZQcco9,Daisy (Feat. Kim Yoonju),Bye Bye Badman,https://open.spotify.com/track/2zZlUTrtywgg0jpRZQcco9,0.583,0.917,5,-3.462,0.0411,0.0248,0.0023,0.0578,0.678,140.013
29,0tTotZHPsxyjW3jqNJ1td2,Gone,TWICE,https://open.spotify.com/track/0tTotZHPsxyjW3jqNJ1td2,0.716,0.799,5,-3.853,0.0755,0.327,0.0,0.0576,0.836,159.886
279,3Ktx1ZU8qQCqINC4bgwgxe,BREAK IT OFF,Kisnue,https://open.spotify.com/track/3Ktx1ZU8qQCqINC4bgwgxe,0.527,0.843,9,-4.566,0.0472,0.127,0.397,0.146,0.801,159.948
718,7qiXoDxL8utRx3IM4mcPi5,Non-alcohol,Motte,https://open.spotify.com/track/7qiXoDxL8utRx3IM4mcPi5,0.855,0.614,9,-4.507,0.078,0.253,0.0,0.0595,0.633,159.981
417,3b4zE0CFe0NTrOviwPGzNg,To the Forest,Jeon Yoodong,https://open.spotify.com/track/3b4zE0CFe0NTrOviwPGzNg,0.587,0.617,4,-7.234,0.0266,0.553,0.265,0.229,0.651,104.95
518,1CJlLPgQMhFB2ZwnHIq6ru,Radio Star,Keumbee,https://open.spotify.com/track/1CJlLPgQMhFB2ZwnHIq6ru,0.743,0.435,5,-8.644,0.0664,0.555,0.252,0.087,0.608,123.994
370,5KFz3iG5LUMqS2eeldsiDy,"When I Wake Up, Bake Me Some",2apartment,https://open.spotify.com/track/5KFz3iG5LUMqS2eeldsiDy,0.6,0.389,6,-9.139,0.0396,0.89,0.00487,0.107,0.156,127.8
323,7wuFmQGjw0I8j1pZx04gGF,In The Island,Hoochus,https://open.spotify.com/track/7wuFmQGjw0I8j1pZx04gGF,0.558,0.418,2,-7.699,0.0252,0.729,0.00461,0.104,0.398,88.021
203,38uLSU8bZ4g1vrBl1KHHpg,They're Gonna Say We're Right,Lee Kang Seung 이강승,https://open.spotify.com/track/38uLSU8bZ4g1vrBl1KHHpg,0.457,0.268,8,-13.845,0.205,0.947,0.000443,0.11,0.546,171.72
582,5AVR8XWnZWZg8rggkmUbTE,VELVET (feat. onthedal),cott (콧),https://open.spotify.com/track/5AVR8XWnZWZg8rggkmUbTE,0.66,0.346,7,-12.248,0.0385,0.802,0.159,0.111,0.219,147.933
115,4EIRRpnZdYYsf4ugowxLbI,Inexpressive Step,Achime,https://open.spotify.com/track/4EIRRpnZdYYsf4ugowxLbI,0.703,0.718,4,-5.019,0.0307,0.05,3.11e-06,0.141,0.29,124.978
611,0tiy2KHO73xlXbjdsNr59w,RomanceYouthLove,ESEGYE,https://open.spotify.com/track/0tiy2KHO73xlXbjdsNr59w,0.573,0.506,4,-4.712,0.0341,0.355,0.0,0.366,0.272,120.033
17,4fsQ0K37TOXa3hEQfjEic1,ANTIFRAGILE,LE SSERAFIM,https://open.spotify.com/track/4fsQ0K37TOXa3hEQfjEic1,0.882,0.797,10,-3.299,0.0819,0.0821,0.0,0.113,0.824,105.025
18,7cHXwaBnIBFUPuP376z07E,Flip That,LOONA,https://open.spotify.com/track/7cHXwaBnIBFUPuP376z07E,0.803,0.831,11,-3.649,0.0569,0.072,0.0,0.328,0.736,112.045
